sentence,label
pique your interest  your imagination  your empathy or anything  really  save your disgust and your indifference ,0
jacquot has filmed the opera exactly as the libretto directs  ideally capturing the opera s drama and lyricism  ,1
made to be jaglomized is the cannes film festival  the annual riviera spree of flesh  buzz  blab and money  ,0
that jack nicholson makes this man so watchable is a tribute not only to his craft  but to his legend  ,1
are so unmemorable  despite several attempts at lengthy dialogue scenes  that one eventually resents having to inhale this gutter romancer s secondhand material ,0
about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth ,1
a deeply humanistic artist who  in spite of all that he s witnessed  remains surprisingly idealistic ,1
helmer hudlin tries to make a hip comedy  but his dependence on slapstick defeats the possibility of creating a more darkly edged tome ,0
special pov camera mounts on bikes  skateboards  and motorcycles provide an intense experience when splashed across the immense imax screen  ,1
 promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people  ,1
fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out  can not overcome blah characters  ,0
has little to do with the story  which becomes something about how lame it is to try and evade your responsibilities and that you should never  ever  leave a large dog alone with a toddler ,0
little action  almost no suspense or believable tension  onedimensional characters up the wazoo and sets that can only be described as scifi generic  ,0
less a story than an inexplicable nightmare  right down to the population s shrugging acceptance to each new horror  ,0
beautifully to filming the teeming life on the reefs  making this gorgeous film a must for everyone from junior scientists to grownup fish lovers ,1
interesting cinematic devices  cool visual backmasking   a solid cast  and some wickedly sick and twisted humor ,1
it s a hoot watching the rock chomp on jumbo ants  pull an arrow out of his back  and leap unscathed through raging fire  ,1
a tribute to shyamalan s gifts  which are such that we ll keep watching the skies for his next project ,1
making kahlo s art a living  breathing part of the movie  often catapulting the artist into her own work ,1
only improves on it  with terrific computer graphics  inventive action sequences and a droll sense of humor ,1
but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp  a drowsy drama infatuated by its own pretentious selfexamination ,0
it s a long way from orwell s dark  intelligent warning cry  1984  to the empty stud knockabout of equilibrium  and what once was conviction is now affectation  ,0
reign of fire never comes close to recovering from its demented premise  but it does sustain an enjoyable level of ridiculousness  ,0
is at once playful and haunting  an indepth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends  ,1
of watching this film with an audience full of teenagers fixating on its body humor and reinforcement of stereotypes ,0
the way this all works out makes the women look more like stereotypical caretakers and moral teachers  instead of serious athletes  ,0
had a bad run in the market or a costly divorce  because there is no earthly reason other than money why this distinguished actor would stoop so low ,0
